CFIHOS unique code,coding source code,CFIHOS code equivalent value,data_origin,is_real,source_artifact_id,source_archive_member,source_row,annotation_origin,verification_status
CFIHOS-30000805,STEPLIB,250007,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,1479,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000805,ISO 14224:2016,EMAC,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,1480,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000805,POSC CAESAR,RDS472994,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,1481,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000806,POSC CAESAR,RDS5791066,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,1482,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000806,ISO 14224:2016,VABA,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,1483,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000807,ISO 15926 part4,10163,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,1484,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000807,POSC CAESAR,RDS416654,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,1485,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000807,ISO 14224:2016,VABA,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,1486,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000808,POSC CAESAR,RDS431594,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,1487,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000809,ISO 15926 part4,10189,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,1488,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000809,POSC CAESAR,RDS5791128,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,1489,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000809,ISO 14224:2016,VABP,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,1490,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000810,ISO 15926 part4,10190,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,1491,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000810,POSC CAESAR,RDS416609,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,1492,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000810,ISO 14224:2016,VABP,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,1493,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000811,ISO 14224:2016,DC,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,1494,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000812,ISO 15926 part4,10203,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,1495,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000812,ISO 14224:2016,DC,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,1496,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000812,POSC CAESAR,RDS292364,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,1497,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000812,ISO 14224:2016,VAES,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,1498,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000813,ISO 15926 part4,4275,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,1499,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000813,STEPLIB,70045,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,1500,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000813,POSC CAESAR,RDS878669,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,1501,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000814,POSC CAESAR,RDS432899,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,1502,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000815,ISO 15926 part4,10212,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,1503,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000815,ISO 14224:2016,VASC,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,1504,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000817,ISO 14224:2016,VADI,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,1505,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000818,ISO 15926 part4,10221,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,1506,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000818,POSC CAESAR,RDS421019,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,1507,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000818,ISO 14224:2016,VADI,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,1508,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000819,STEPLIB,250523,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,1509,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000820,STEPLIB,250120,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,1510,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000820,ISO 14224:2016,EMDC,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,1511,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000820,POSC CAESAR,RDS472949,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,1512,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000821,ISO 15926 part4,8520,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,1513,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000821,POSC CAESAR,RDS4316635584,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,1514,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000822,POSC CAESAR,RDS552689,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,1515,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000823,ISO 15926 part4,2709,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,1516,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000823,ISO 14224:2016,PTDT,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,1517,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000823,POSC CAESAR,RDS877994,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,1518,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000824,ISO 15926 part4,10249,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,1519,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000824,POSC CAESAR,RDS11142670,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,1520,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000824,ISO 14224:2016,VADC,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,1521,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000825,ISO 15926 part4,10250,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,1522,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000825,POSC CAESAR,RDS11142715,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,1523,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000825,ISO 14224:2016,VADC,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,1524,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000827,ISO 15926 part4,3751,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,1525,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000827,POSC CAESAR,RDS444779,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,1526,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000827,ISO 14224:2016,SH,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,1527,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000828,ISO 14224:2016,PR,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,1528,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000828,ISO 14224:2016,PRFL,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,1529,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000829,ISO 14224:2016,IPFS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,1530,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000834,ISO 15926 part4,4430,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,1531,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000834,STEPLIB,71286,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,1532,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000834,POSC CAESAR,RDS1007639,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,1533,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000835,ISO 15926 part4,4433,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,1534,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000835,STEPLIB,71287,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,1535,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000835,POSC CAESAR,RDS1007684,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,1536,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000836,ISO 15926 part4,2900,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,1537,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000836,POSC CAESAR,RDS913544,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,1538,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000837,ISO 15926 part4,10302,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,1539,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000837,POSC CAESAR,RDS17079788,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,1540,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000837,ISO 14224:2016,VAGA,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,1541,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000838,ISO 15926 part4,10303,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,1542,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000838,POSC CAESAR,RDS416519,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,1543,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000838,ISO 14224:2016,VAGA,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,1544,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000839,ISO 15926 part4,10313,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,1545,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000839,POSC CAESAR,RDS5767330,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,1546,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000839,ISO 14224:2016,VAGL,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,1547,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000840,ISO 15926 part4,10314,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,1548,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000840,POSC CAESAR,RDS416204,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,1549,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000840,ISO 14224:2016,VAGL,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,1550,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000841,ISO 15926 part4,8601,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,1551,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000841,POSC CAESAR,RDS16042131,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,1552,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000841,ISO 14224:2016,VESE,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,1553,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000843,STEPLIB,130143,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,1554,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000843,ISO 15926 part4,7730,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,1555,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000843,POSC CAESAR,RDS407017331,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,1556,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000847,STEPLIB,70247,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,1557,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000848,ISO 14224:2016,VAMO,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,1558,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000849,ISO 14224:2016,VAMO,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,1559,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000850,ISO 15926 part4,10362,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,1560,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000850,POSC CAESAR,RDS6329980,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,1561,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000850,ISO 14224:2016,VAMO,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,1562,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000851,ISO 14224:2016,VANE,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,1563,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000852,ISO 15926 part4,10364,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,1564,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000852,POSC CAESAR,RDS421064,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,1565,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000852,ISO 14224:2016,VANE,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,1566,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000853,ISO 15926 part4,4578,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,1567,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000853,ISO 14224:2016,IPLS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,1568,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000853,POSC CAESAR,RDS7945427,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,1569,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000854,ISO 15926 part4,3142,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,1570,source_reference_record,source_reference_record_unreviewed
