CFIHOS unique code,source standard code,source standard description,source standard still to be completed indicator,,data_origin,is_real,source_artifact_id,source_archive_member,source_row,annotation_origin,verification_status
CFIHOS-90000211,IEC 61400-1:2019,Wind energy generation systems - Part 1: Design requirements,no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,198,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000212,NFPA 750:2023,Standard On Water Mist Fire Protection Systems.,no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,199,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000213,API Std 611:2022,"General-purpose Steam Turbines for Petroleum, Chemical, and Gas Industry Services",no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,200,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000214,API Std 537:2017,"Flare Details for Petroleum, Petrochemical, and Natural Gas Industries",no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,201,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000215,IEC 62830-5:2021,Semiconductor devices - Semiconductor devices for energy harvesting and generation - Part 5: Test method for measuring generated power from flexible thermoelectric devices,no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,202,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000216,IEC 60076-1:2011,Power transformers - Part 1: General,yes,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,203,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000217,IEC 62040-5-3:2016,Uninterruptible power systems (UPS) - Part 5-3: DC output UPS - Performance and test requirements,yes,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,204,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000218,IEEE 841:2021,"IEEE Standard for Petroleum and Chemical Industry--Premium-Efficiency, Severe-Duty, Totally Enclosed Squirrel Cage Induction Motors from 0.75 kW to 370 kW (1 hp to 500 hp)",yes,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,205,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000219,IEEE C37.20.1:2020,"IEEE Standard for Metal-Enclosed Low-Voltage (1000 V ac and below, 3200 V dc and below) Power Circuit Breaker Switchgear - Amendment 1: Control and Secondary Circuits and Devices, and All Wiring",yes,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,206,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000220,IOGP S-612:2022,Air Compressor – Integrally Geared Centrifugal (API Std 672) – Version 2.0,yes,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,207,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000221,IOGP S-619:2022,Pressure Vessels – Unfired Fusion Welded – Version 2.0,yes,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,208,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000222,IOGP S-711:2021,Diesel Engines,yes,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,209,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000223,IOGP S-718:2022,Basic Process Measurement Instruments,yes,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,210,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000224,IOGP S-727:2021,Metal-Enclosed LV Power Circuit Breaker Switchgear (IEEE Std C37.20.1),yes,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,211,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000225,IOGP S-729:2022,Control Valves,yes,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,212,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000226,IOGP S-731:2021,Operator & Mounting Kits for Subsea Pipeline Valves (API),yes,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,213,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000227,IOGP S-735:2022,Casing & Tubing (API),yes,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,214,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000228,IOGP S-736:2021,LV AC Drives (IEC),yes,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,215,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000229,IOGP S-737:2021,Deluge Skids,yes,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,216,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000230,IOGP S-739:2022,Pressure Regulators,yes,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,217,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000231,IOGP S-741:2021,DC UPS And Associated Batteries (NEMA PE5),yes,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,218,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000232,IOGP S-742:2022,"MV AC Contactors, Controllers, and Control Centers (UL 347)",yes,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,219,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000233,IOGP S-747:2022,HV AC Drive Systems,yes,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,220,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000234,IOGP S-750:2023,Extra-high Voltage Gas-insulated Switchgear,yes,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,221,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000235,IOGP S-753:2023,Battery Energy Storage Systems (BESS),yes,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,222,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000236,IOGP S-754:2023,ANSI Transformers (IEEE),yes,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,223,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000237,NEMA PE5:1997,NEMA PE5,yes,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,224,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000238,PIP ELSAP04:2020,Uninterruptible Power Supply (UPS) System Specification,yes,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,225,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000239,UL845:2021,UL Standard for Safety Motor Control Centers,yes,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,226,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000240,IOGP S-560:2022,LV Switchgear & Controlgear to IEC 61439-1&2,yes,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,227,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000241,IOGP S-561:2023,Subsea Trees (API),yes,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,228,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000242,IOGP S-620:2022,HV Switchgear and Controlgear,yes,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,229,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000243,NACE MR0175-2002,Standard Material Requirements - Sulfide Stress Cracking Resistant Metallic Materials For Oilfield Equipment,yes,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,230,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000244,IEC 60051-1:2016,Direct acting indicating analogue electrical measuring instruments and their accessories - Part 1: Definitions and general requirements common to all parts,no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,231,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000245,IEC 62057-1:2023,"Electrical energy meters - Test equipment, techniques and procedures - Part 1: Stationary meter test units (MTUs)",no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,232,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000246,IEC TR 61641:2014,Enclosed low-voltage switchgear and controlgear assemblies - Guide for testing under conditions of arcing due to internal fault,no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,233,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000247,IEC 62271-1:2017,High-voltage switchgear and controlgear - Part 1: Common specifications for alternating current switchgear and controlgear,no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,234,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000248,IEC 62271-3:2015,High-voltage switchgear and controlgear - Part 3: Digital interfaces based on IEC 61850,no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,235,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000249,ISO 12944-5:2019,Paints and varnishes - Corrosion protection of steel structures by protective paint systems - Part 5: Protective paint systems,no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,236,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000251,Directive 2014/34/EU,Equipment and protective systems intended for use in potentially explosive atmospheres,no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,237,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000252,Standards of the Tubular Exchanger Manufacturers Association Tenth Edition,Tubular Exchanger Manufacturers Association (TEMA) Standard 10th Edition (2019),no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,238,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000253,ISO/IEC 646:1991,Information technology — ISO 7-bit coded character set for information interchange,no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,239,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000254,ASTM D5083-17,Standard Test Method for Tensile Properties of Reinforced Thermosetting Plastics Using Straight-Sided Specimens,no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,240,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000255,ASTM B211/B211M-23,"Standard Specification for Aluminum and Aluminum-Alloy Rolled or Cold Finished Bar, Rod, and Wire",no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,241,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000256,ASTM A1016/A1016M-23,"Standard Specification for General Requirements for Ferritic Alloy Steel, Austenitic Alloy Steel, and Stainless Steel Tubes",no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,242,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000257,ASTM A36/A36M-19,Standard Specification for Carbon Structural Steel,no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,243,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000258,ASTM A48/A48M-22,Standard Specification for Gray Iron Castings,no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,244,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000259,ASTM A27/A27M-20,"Standard Specification for Steel Castings, Carbon, for General Application",no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,245,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000260,ASTM A387/A387M-17a(2023),"Standard Specification for Pressure Vessel Plates, Alloy Steel, Chromium-Molybdenum",no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,246,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000261,ASTM A217/A217M-22,"Standard Specification for Steel Castings, Martensitic Stainless and Alloy, for Pressure-Containing Parts, Suitable for High-Temperature Service",no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,247,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000262,ASTM A234/A234M-23a,Standard Specification for Piping Fittings of Wrought Carbon Steel and Alloy Steel for Moderate and High Temperature Service,no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,248,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000263,ASTM A193/A193M-23,Standard Specification for Alloy-Steel and Stainless Steel Bolting for High Temperature or High Pressure Service and Other Special Purpose Applications,no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,249,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000264,ASTM A194/A194M-23,"Standard Specification for Carbon Steel, Alloy Steel, and Stainless Steel Nuts for Bolts for High Pressure or High Temperature Service, or Both",no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,250,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000265,ASTM B584-22,Standard Specification for Copper Alloy Sand Castings for General Applications,no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,251,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000266,ASTM A536-84(2019)e1,Standard Specification for Ductile Iron Castings,no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,252,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000267,ASTM A240/A240M-23a,"Standard Specification for Chromium and Chromium-Nickel Stainless Steel Plate, Sheet, and Strip for Pressure Vessels and for General Applications",no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,253,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000268,ASTM A789/A789M-22,Standard Specification for Seamless and Welded Ferritic/Austenitic Stainless Steel Tubing for General Service,no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,254,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000269,ASTM A790/A790M-23,Standard Specification for Seamless and Welded Ferritic/Austenitic Stainless Steel Pipe,no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,255,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000270,ASTM D624-00(2020),Standard Test Method for Tear Strength of Conventional Vulcanized Rubber and Thermoplastic Elastomers,no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,256,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000271,ASTM D2290-19a,Standard Test Method for Apparent Hoop Tensile Strength of Plastic or Reinforced Plastic Pipe,no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,257,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000272,ASTM A182/A182M-23,"Standard Specification for Forged or Rolled Alloy and Stainless Steel Pipe Flanges, Forged Fittings, and Valves and Parts for High-Temperature Service",no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,258,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000273,ASTM A302/A302M-17(2022),"Standard Specification for Pressure Vessel Plates, Alloy Steel, Manganese-Molybdenum and Manganese-Molybdenum-Nickel",no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,259,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000274,ASTM A533/A533M-16,"Standard Specification for Pressure Vessel Plates, Alloy Steel, Quenched and Tempered, Manganese-Molybdenum and Manganese-Molybdenum-Nickel",no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,260,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000275,ASTM A542/A542M-19,"Standard Specification for Pressure Vessel Plates, Alloy Steel, Quenched-and-Tempered, Chromium-Molybdenum, and Chromium-Molybdenum-Vanadium",no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,261,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000276,ASTM A505-16(2021),"Standard Specification for Steel, Sheet and Strip, Alloy, Hot-Rolled and Cold-Rolled, General Requirements for",no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,262,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000277,ASTM A915/A915M-08(2018),"Standard Specification for Steel Castings, Carbon, and Alloy, Chemical Requirements Similar to Standard Wrought Grades",no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,263,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000278,ASTM A630-16ae1,Standard Test Methods for Determination of Tin Coating Weights for Electrolytic Tin Plate,no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,264,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000279,ASTM A494/A494M-22,"Standard Specification for Castings, Nickel and Nickel Alloy",no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,265,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000280,ASTM A203/A203M-23,"Standard Specification for Pressure Vessel Plates, Alloy Steel, Nickel",no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,266,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000281,ASTM A333/A333M-18,Standard Specification for Seamless and Welded Steel Pipe for Low-Temperature Service and Other Applications with Required Notch Toughness,no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,267,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000282,ASTM A335/A335M-23,Standard Specification for Seamless Ferritic Alloy-Steel Pipe for High-Temperature Service,no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,268,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000283,ASTM B344-20,Standard Specification for Drawn or Rolled Nickel-Chromium and Nickel-Chromium-Iron Alloys for Electrical Heating Elements,no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,269,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000284,ASTM B446-23,"Standard Specification for Nickel-Chromium-Molybdenum-Niobium Alloy, Nickel-Chromium-Molybdenum-Silicon Alloy, and Nickel-Chromium-Molybdenum-Tungsten Alloy Rod and Bar",no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,270,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000285,ASTM D1600-18,Standard Terminology for Abbreviated Terms Relating to Plastics (Withdrawn 2024),no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,271,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000286,ASTM A312/A312M-22a,"Standard Specification for Seamless, Welded, and Heavily Cold Worked Austenitic Stainless Steel Pipes",no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,272,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000287,ASTM A564/A564M-19a,Standard Specification for Hot-Rolled and Cold-Finished Age-Hardening Stainless Steel Bars and Shapes,no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,273,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000288,ASTM A693-22,"Standard Specification for Precipitation-Hardening Stainless and Heat-Resisting Steel Plate, Sheet, and Strip",no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,274,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000289,ASTM A254/A254M-12(2019),Standard Specification for Copper-Brazed Steel Tubing,no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,275,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000290,IEC 60086:2024 SER,Primary batteries - ALL PARTS,no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,276,source_reference_record,source_reference_record_unreviewed
