CFIHOS unique code,source standard code,source standard description,source standard still to be completed indicator,,data_origin,is_real,source_artifact_id,source_archive_member,source_row,annotation_origin,verification_status
CFIHOS-90000118,IOGP S-725:2021,Subsea Fasteners (Corrosion-resistant Bolting),yes,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,114,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000119,IOGP S-726:2021,Recommended Practice for Application of Subsea Fasteners,yes,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,115,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000120,IOGP S-728:2021,Reciprocating Positive Displacement Pumps,yes,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,116,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000121,IOGP S-730:2021,Flanged Steel Pressure-relief Valves,yes,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,117,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000122,IOGP S-732:2020,Low Voltage Motor Control Centres,yes,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,118,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000123,IOGP S-734:2020,AC Uninterruptible Power Supply (UPS) System,yes,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,119,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000124,IOGP S-738:2020,Insulation for Piping and Equipment,yes,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,120,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000125,IOGP S-740:2020,Batteries (IEC),yes,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,121,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000126,NFPA 750:2019,Standard on Water Mist Fire Protection Systems for application in the petroleum and natural gas industries.,yes,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,122,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000128,DIRECTIVE 94/9/EC:1994,Equipment and protective systems intended for use in potentially explosive atmospheres,no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,123,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000129,EN 60079-0:2018,Explosive atmospheres - part 0: equipment - general requirements,no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,124,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000130,NFPA 70:2020,National electrical code,no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,125,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000131,API Recommended Practice 615:2016,Valve selection guide,no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,126,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000132,ISO 3977-5:2001,Gas turbines - procurement - part 5: applications for petroleum and natural gas industries,no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,127,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000133,ISO 13710:2004,"Petroleum, petrochemical and natural gas industries — reciprocating positive displacement pumps",no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,128,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000134,IEC 60076-2:2011,Power transformers – part 2: temperature rise for liquid-immersed transformers,no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,129,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000135,EN 60079-14:2016,"Explosive atmospheres part 14: electrical installations design, selection and erection",no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,130,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000136,ISO 3166-1:2020,Codes for the representation of names of countries and their subdivisions,no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,131,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000137,ISO 639-1:2002,Codes for the representation of names of languages — part 1: alpha-2 code,no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,132,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000138,ANSI/CEMA 350-2015,Screw Conveyors For Bulk Materials,no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,133,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000139,API Std 614:2007,"Lubrication, Shaft-Sealing and Oil-Control Systems and Auxiliaries",no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,134,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000140,API Recommended Practice 13C:2014,Recommended Practice on Drilling Fluid Processing Systems Evaluation,no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,135,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000141,API Recommended Practice 7L:1995,"Procedures for Inspection, Maintenance, Repair, and Remanufacture of Drilling Equipment",no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,136,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000142,API Recommended Practice 7L:2006,"Procedures for Inspection, Maintenance, Repair, and Remanufacture of Drilling Equipment",no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,137,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000143,API Recommended Practice 8B:2014,"Recommended Practice for Procedures for Inspections, Maintenance, Repair, and Remanufacture of Hoisting Equipment",no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,138,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000144,API Spec 16F:2017,Specification for Marine Drilling Riser Equipment,no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,139,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000145,API Spec 4F:2020,Specification for Drilling and Well Servicing Structures,no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,140,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000146,API Spec 7-1:2004,Specification for Rotary Drill Stem Elements,no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,141,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000147,ISO 12944-2:2017,Paints and varnishes - Corrosion protection of steel structures by protective paint systems - Part 2: Classification of environments,no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,142,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000148,API Std 53:2018,Well Control Equipment Systems for Drilling Wells,no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,143,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000149,API Std 64:2017,Diverter Equipment Systems,no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,144,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000150,Machinery Directive 2006/42/EC,Machinery Directive,no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,145,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000158,BS 436-5:1997,Spur and helical gears - Definitions and allowable values of deviations relevant to radial composite deviations and runout information,no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,146,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000159,BS 5950-1:2000,Structural use of steelwork in building - Code of practice for design. Rolled and welded sections,no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,147,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000160,BS 7608+A1:2015,Guide to fatigue design and assessment of steel products,no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,148,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000161,GCRT5033 Iss 2,"Terminal Tracks - Requirements for Buffer Stops, Arresting Devices and End Impact Walls",no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,149,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000162,GIRT7002 Iss 1,"Acceptance of Systems, Equipment and Materials for use in Railtrack Controlled Infrastructure",no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,150,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000163,ISO 16368:2010,"Mobile elevating work platforms — Design, calculations, safety requirements and test methods",no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,151,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000164,ISO 6707-1:2020,Buildings and civil engineering works — Vocabulary — Part 1: General terms,no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,152,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000165,The Ionising Radiations Regulations 2017,The Ionising Radiations Regulations 2017,no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,153,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000166,API Recommended Practice 500:2012,"Recommended Practice for Classification of Locations for Electrical Installations at Petroleum Facilities Classified as Class I, Division 1 and Division 2",no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,154,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000167,API Spec 7K:2015,Drilling and Well Servicing Equipment,no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,155,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000168,IOGP Report 544:2016,Standardization of barrier definitions - Supplement to Report 415,no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,156,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000169,API Std 671:2020,"Special-Purpose Couplings for Petroleum, Chemical, and Gas Industry Services",no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,157,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000170,API Spec 7-1:2006,Specification for Rotary Drill Stem Elements,no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,158,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000171,API Spec 17D:2021,Specification for Subsea Wellhead and Tree Equipment,no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,159,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000172,Directive 2014/68/EU,Pressure equipment,no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,160,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000173,The Electricity at Work Regulations 1989,The Electricity at Work Regulations 1989,no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,161,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000174,PED 2014/68/EU,Pressure Equipment Directive (PED),no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,162,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000175,IEC 62550:2017,Spare parts provisioning,yes,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,163,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000177,CFIHOS,This entry is used to represent data that is either (1) from earlier CFIHOS versions where a source standard justification for the information was not populated (intent is that these will reduce over time as a relevant source standard is identified) or (2) entries for which there is no available source standard but industry practice is recognised by the CFIHOS community.,yes,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,164,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000178,BS EN 15804:2012+A2:2019,Sustainability of construction works. Environmental product declarations. Core rules for the product category of construction products,no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,165,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000179,ISO 21930:2017,Core rules for environmental product declarations of construction products and services,no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,166,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000180,Pathfinder Framework Version 2.0,Guidance for the Accounting and Exchange of Product Life Cycle Emissions,no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,167,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000181,API Std 685:2022,"Sealless Centrifugal Pumps for Petroleum, Petrochemical, and Gas Industry Process Service",no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,168,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000182,ASME B73.3 - 2015,Specification for Sealless Horizontal End Suction Centrifugal Pumps for Chemical Process,no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,169,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000183,ANSI/ISA-75.10.01-2013,General Requirements for Clamp or Pinch Valves,no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,170,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000184,IEC 62271-111:2019,High-voltage switchgear and controlgear - Part 111: Automatic circuit reclosers for alternating current systems up to and including 38 kV,no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,171,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000185,API Std 663:2022,Hairpin Type Heat Exchangers,no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,172,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000186,API 6D:2021,Specification for Valves,no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,173,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000187,API Spec 11E:2022,Pumping Units,no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,174,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000188,ASME BPVC Section VIII-1,"ASME Rules for Construction of Pressure Vessels, Section VIII, Division 1",no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,175,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000189,BS 8004:2015+A1:2020,Code of practice for foundations,no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,176,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000190,API Std 663:2014,Hairpin Type Heat Exchangers,no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,177,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000191,IEEE 1531-2020,IEEE Guide for the Application and Specification of Harmonic Filters,no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,178,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000192,IEEE 519-2014,IEEE Recommended Practice and Requirements for Harmonic Control in Electric Power Systems,no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,179,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000193,API Spec 12L:2008,Specification for Vertical and Horizontal Emulsion Treaters,no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,180,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000194,API Recommended Practice 14C:2017,"Analysis, Design, Installation, and Testing of Safety Systems for Offshore Production Facilities",no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,181,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000195,API Std 675:2012,"Positive Displacement Pumps—Controlled Volume for Petroleum, Chemical, and Gas Industry Services",no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,182,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000196,API Recommended Practice 576:2017,Inspection of Pressure-relieving Devices,no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,183,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000197,API Std 668:2018,Brazed Aluminum Plate-fin Heat Exchangers,no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,184,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000198,ISO 7149:1982,Continuous handling equipment,no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,185,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000199,ISO/TS 15926-4:2007,Integration of life-cycle data for process plants including oil and gas production facilities,no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,186,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000200,ASME PTC 53-2022,Mechanical and Thermal Energy Storage Systems - Performance Test Codes,no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,187,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000201,IEC 62282-3-1:2007,Fuel cell technologies - Part 3-1: Stationary fuel cell power systems - Safety,no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,188,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000202,API Std 2CCU:2017,"Improved design, manufacture, inspection and testing of Cargo Carrying Units.",no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,189,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000203,API Std 612:2020,"Petroleum, Petrochemical, and Natural Gas Industries—Steam Turbines— Special-purpose Applications",no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,190,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000204,API Recommended Practice 1631:1997,Interior Lining of Underground Storage Tanks,no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,191,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000205,API Std 681:2021,"Liquid Ring Compressors and Vacuum Pumps in Petroleum, Chemical, and Gas Industry Services",no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,192,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000206,ISO 1049:1975,Continuous mechanical handling equipment for loose bulk materials,no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,193,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000207,UFC 4-152-01,Design: Piers and Wharves,no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,194,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000208,ICAO Annex 14 Vol I:2022,Aerodrome Design and Operations,no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,195,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000209,ICAO Annex 14 Vol II:2020,Heliports,no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,196,source_reference_record,source_reference_record_unreviewed
CFIHOS-90000210,AC 150/5345-27E:2013,Specification for Wind Cone Assemblies,no,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE source standard v2.0.csv,197,source_reference_record,source_reference_record_unreviewed
