parent equipment class name,equipment class CFIHOS unique code,equipment class name,equipment class definition,abstract class indicator,spare part information required indicator,equipment class existence reason description,equipment class synonym name,data_origin,is_real,source_artifact_id,source_archive_member,source_row,annotation_origin,verification_status
IT and telecom equipment,CFIHOS-30000903,meteorological equipment,An 'equipment class' that is a class of devices engaged in meteorological observations.,no,yes,Requested by bp as part of owner operators alignment,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,710,source_reference_record,source_reference_record_unreviewed
instrument equipment,CFIHOS-30000904,metering station,"A device that is capable of three-phase metering of liquid, oil and gas.",no,yes,Requested by bp as part of owner operators alignment,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,711,source_reference_record,source_reference_record_unreviewed
other mechanical equipment,CFIHOS-30000905,modulating damper,A gas flow damper that is able to stay in any position between fully open and fully closed.,no,yes,Requested by bp as part of owner operators alignment,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,712,source_reference_record,source_reference_record_unreviewed
infrastructure,CFIHOS-30000907,outfall,"An outfall is the discharge point of a waste stream into a body of water; alternatively it may be the outlet of a river, drain or a sewer where it discharges into the sea, a lake or the like.",no,no,Requested by bp as part of owner operators alignment,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,713,source_reference_record,source_reference_record_unreviewed
lifting device,CFIHOS-30000908,pedestal,A support-item that is the base or foot of a column or other upright structure.,no,yes,Requested by bp as part of owner operators alignment,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,714,source_reference_record,source_reference_record_unreviewed
"health, safety and environment equipment class",CFIHOS-30000909,protective suit,"A survival suit (or more specifically an immersion survival suit), is a special type of waterproof dry suit that protects the wearer from hypothermia from immersion in cold water, after abandoning a sinking or capsized vessel, especially in the open ocean",no,yes,Requested by bp as part of owner operators alignment,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,715,source_reference_record,source_reference_record_unreviewed
detector,CFIHOS-30000910,radiation detector,A personal radiation monitor is a device that detects the presence of any radiation sources.,no,yes,Requested by bp as part of owner operators alignment,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,716,source_reference_record,source_reference_record_unreviewed
other mechanical equipment,CFIHOS-30000911,recuperator heat exchanger,"A recuperator is a special purpose counter-flow energy recovery heat exchanger positioned within the supply and exhaust air streams of an air handling system, or in the exhaust gases of an industrial process, in order to recover the waste heat.",no,yes,Requested by bp as part of owner operators alignment,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,717,source_reference_record,source_reference_record_unreviewed
vehicle,CFIHOS-30000913,road compactor,"A machine used to compact soil, gravel, concrete, or asphalt in the construction of roads and foundations",no,yes,Requested by bp as part of owner operators alignment,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,718,source_reference_record,source_reference_record_unreviewed
vehicle,CFIHOS-30000914,road sweeper,A machine that cleans the road,no,yes,Requested by bp as part of owner operators alignment,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,719,source_reference_record,source_reference_record_unreviewed
drilling equipment,CFIHOS-30000915,rotary table,A 'well drilling system' and an 'artefact' in which the torque is transferred to the drill string using rotary table and kelly.,no,yes,Requested by bp as part of owner operators alignment,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,720,source_reference_record,source_reference_record_unreviewed
"health, safety and environment equipment class",CFIHOS-30000916,safety display plan,An information object that indicates the location of safety signs and other relevant safety information.,no,no,Requested by bp as part of owner operators alignment,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,721,source_reference_record,source_reference_record_unreviewed
"health, safety and environment equipment class",CFIHOS-30000917,safety sign,An information object with a symbol representing some hazard or safety information.,no,no,Requested by bp as part of owner operators alignment,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,722,source_reference_record,source_reference_record_unreviewed
drilling equipment,CFIHOS-30000919,slips,A physical object that consists of wedge-shaped pieces of metal loosely joined together and fitted into a bushing to support a string of pipe. The slips have gripping elements to prevent the pipe from slipping down the drilling hole.,no,yes,Requested by bp as part of owner operators alignment,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,723,source_reference_record,source_reference_record_unreviewed
"health, safety and environment equipment class",CFIHOS-30000921,stretcher,"An artefact which is a framework of poles, canvas, etc. for carrying a sick, injured or wounded person.",no,yes,Requested by bp as part of owner operators alignment,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,724,source_reference_record,source_reference_record_unreviewed
"health, safety and environment equipment class",CFIHOS-30000922,strobe light,A 'luminaire' used to produce regular flashes of light.,no,yes,Requested by bp as part of owner operators alignment,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,725,source_reference_record,source_reference_record_unreviewed
subsea infrastructure,CFIHOS-30000923,subsea cable,An electric cable intended for underwater installation,no,yes,Requested by bp as part of owner operators alignment,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,726,source_reference_record,source_reference_record_unreviewed
instrument equipment,CFIHOS-30000925,system panel,An instrument panel dedicated to a particular system.,no,yes,Requested by bp as part of owner operators alignment,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,727,source_reference_record,source_reference_record_unreviewed
drilling equipment,CFIHOS-30000927,top drive,A top drive is a mechanical device on a drilling rig that provides clockwise torque to the drill string to facilitate the process of drilling a borehole.,no,yes,Requested by bp as part of owner operators alignment,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,728,source_reference_record,source_reference_record_unreviewed
vehicle,CFIHOS-30000929,tractor,"A machine designed to deliver a high tractive effort (or torque) at slow speeds, for the purposes of hauling a trailer or machinery",no,yes,Requested by bp as part of owner operators alignment,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,729,source_reference_record,source_reference_record_unreviewed
piping and pipeline equipment,CFIHOS-30000930,turret,Equipment installed subsea related to a ships turret system,no,yes,Requested by bp as part of owner operators alignment,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,730,source_reference_record,source_reference_record_unreviewed
"health, safety and environment equipment class",CFIHOS-30000931,twin agent skid,A skid assembly that supports a Twin Agent Fire Extinguishing System (TAFES).,no,yes,Requested by bp as part of owner operators alignment,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,731,source_reference_record,source_reference_record_unreviewed
other mechanical equipment,CFIHOS-30000933,ventilator,"A ventilator is a machine designed to mechanically move breathable air into and out of the lungs, to provide the mechanism of breathing for a patient who is physically unable to breathe, or breathing insufficiently.",no,yes,Requested by bp as part of owner operators alignment,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,732,source_reference_record,source_reference_record_unreviewed
"health, safety and environment equipment class",CFIHOS-30000934,water mist skid,A skid assembly containing the units required to operate a water mist system.,no,yes,Requested by bp as part of owner operators alignment,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,733,source_reference_record,source_reference_record_unreviewed
infrastructure,CFIHOS-30000935,window,A device which is an opening especially in the wall of a building for admission of light and air that is usually closed by casements or sashes containing transparent material (as glass),no,no,Requested by bp as part of owner operators alignment,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,734,source_reference_record,source_reference_record_unreviewed
infrastructure,CFIHOS-30000936,bridge bearing,A device to permit relative movement between a bridge and its support generally requiring periodic inspection and maintenance,no,yes,Requested by bp as part of owner operators alignment,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,735,source_reference_record,source_reference_record_unreviewed
electrical equipment class,CFIHOS-30000937,cable tray,A unit or assembly of units or sections and associated fittings forming a rigid structural system used to securely fasten or support cables and raceways.,no,yes,Requested by bp as part of owner operators alignment,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,736,source_reference_record,source_reference_record_unreviewed
piping and pipeline equipment,CFIHOS-30000938,casing,An enclosure that can maintain a pressure difference.,no,yes,Requested by ExxonMobil as part of owner operators alignment,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,737,source_reference_record,source_reference_record_unreviewed
lifting device,CFIHOS-30000939,container,A physical object intended to contain something.,no,yes,Requested by bp as part of owner operators alignment,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,738,source_reference_record,source_reference_record_unreviewed
other mechanical equipment,CFIHOS-30000940,crusher,A mill that uses pressure or impact to reduce the particle size of solid materials.,no,yes,Requested by bp as part of owner operators alignment,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,739,source_reference_record,source_reference_record_unreviewed
other mechanical equipment,CFIHOS-30000942,hydraulic power unit,A unit minimum consisting of a engine driven hydraulic pump and a reservoir which is delivering hydraulic energy to one or more consumers,no,yes,Requested by ExxonMobil as part of owner operators alignment,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,740,source_reference_record,source_reference_record_unreviewed
general instrument,CFIHOS-30000943,interface card,"A distribution board (network card) that is intended for communication between systems, to part of a system or to a computer network.",no,yes,Requested by bp as part of owner operators alignment,input-output circuit board; network card,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,741,source_reference_record,source_reference_record_unreviewed
piping and pipeline equipment,CFIHOS-30000944,lightning arrestor,A lightning arrestor is a device used on electric power systems and telecommunication systems to protect the insulation and conductors of the system from the damaging effects of lightning.,no,yes,Requested by ExxonMobil as part of owner operators alignment,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,742,source_reference_record,source_reference_record_unreviewed
detecting element,CFIHOS-30000945,meteorological sensor,An 'equipment class' that is a class of devices engaged in meteorological observations,no,yes,Requested by bp as part of owner operators alignment,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,743,source_reference_record,source_reference_record_unreviewed
piping and pipeline equipment,CFIHOS-30000946,pipe reducer,"An 'artefact' that has different nominal pipe size at the two ends, intended to connect pipes or piping components.",no,yes,Requested by ExxonMobil as part of owner operators alignment,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,744,source_reference_record,source_reference_record_unreviewed
piping and pipeline equipment,CFIHOS-30000948,sample bomb,A cylinder that is specially designed to collect and store high pressure gas samples from the field & transport the same to laboratories,no,yes,Requested by ExxonMobil as part of owner operators alignment,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,745,source_reference_record,source_reference_record_unreviewed
piping and pipeline equipment,CFIHOS-30000949,sample cooler,A 'cooling device' that is intended for cooling a sample.,no,yes,Requested by ExxonMobil as part of owner operators alignment,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,746,source_reference_record,source_reference_record_unreviewed
piping and pipeline equipment,CFIHOS-30000950,segment,A feature which is each of several parts into which a thing is or can be divided or marked off.,no,yes,Requested by ExxonMobil as part of owner operators alignment,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,747,source_reference_record,source_reference_record_unreviewed
IT and telecom equipment,CFIHOS-30000951,signal receiver,"A physical object that is capable of receiving a signal and where the signal can be stored, recorded or converted into a useful form.",no,yes,Requested by ExxonMobil as part of owner operators alignment,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,748,source_reference_record,source_reference_record_unreviewed
piping and pipeline equipment,CFIHOS-30000952,sleeve,"A sleeve or pipe of larger diameter installed around a pipeline, intended to protect or guide",no,yes,Requested by ExxonMobil as part of owner operators alignment,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,749,source_reference_record,source_reference_record_unreviewed
subsea equipment class,CFIHOS-30000953,subsea power and communication unit,A topside unit providing electrical power and communications to the subsea control and monitoring equipment,no,yes,Requested by ExxonMobil and Total as part of owner operators alignment,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,750,source_reference_record,source_reference_record_unreviewed
subsea equipment class,CFIHOS-30000954,subsea suction pile,Suction piles are a form of fixed platform anchor in the form of an open bottomed tube embedded in the sediment and sealed at the top while in use so that lifting forces generate a pressure differential which holds the caisson down,no,yes,Requested by ExxonMobil as part of owner operators alignment,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,751,source_reference_record,source_reference_record_unreviewed
piping and pipeline equipment,CFIHOS-30000955,tap,A fluid regulator that controls the flow of liquid or gas from a pipe or container. Taps are often attached to a sink or bath.,no,yes,Requested by ExxonMobil as part of owner operators alignment,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,752,source_reference_record,source_reference_record_unreviewed
piping and pipeline equipment,CFIHOS-30000956,tree cap,A tree cap is a barrier to keep the subsea environment clean in case of any leaks above the annulus or production swab valves. It includes a mechanism to indicate the metal seals have been set within the seal bore of subsea tree.,no,yes,Requested by ExxonMobil as part of owner operators alignment,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,753,source_reference_record,source_reference_record_unreviewed
electrical equipment class,CFIHOS-30000957,voltage regulator,A regulator designed to automatically maintain a constant voltage level.,no,yes,Requested by ExxonMobil as part of owner operators alignment,voltage regulator diode,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,754,source_reference_record,source_reference_record_unreviewed
wall,CFIHOS-30000958,balustrade,"A railing or wall to provide a protective edge to prevent people from falling over the edge of stairs, a roof or mezzanine work area.",no,no,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,755,source_reference_record,source_reference_record_unreviewed
infrastructure,CFIHOS-30000959,bay,A compartment or area within a building with a specified function.,no,no,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,756,source_reference_record,source_reference_record_unreviewed
infrastructure,CFIHOS-30000960,buffers,"An engineering dampening device to provide a controlled end stop for vehicles , trolleys or cranes and associated equipment in motion.",no,no,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,757,source_reference_record,source_reference_record_unreviewed
IT and telecom equipment,CFIHOS-30000961,camera port,A viewing / mounting portal designed specifically for the use of CCTV in hazardous areas. Built to allow for full camera rotation.,no,no,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,758,source_reference_record,source_reference_record_unreviewed
infrastructure,CFIHOS-30000962,ceiling,The upper interior surface of a room or compartment.,no,no,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,759,source_reference_record,source_reference_record_unreviewed
infrastructure,CFIHOS-30000963,cell,An Area designed to facilitate safe storage and safe working with hazardous materials.,no,no,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,760,source_reference_record,source_reference_record_unreviewed
infrastructure,CFIHOS-30000964,cladding,A covering or coating applied to a structure to make it weathertight.,no,no,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,761,source_reference_record,source_reference_record_unreviewed
infrastructure,CFIHOS-30000965,column,"A support which is a cylindrical or slightly tapering body of considerably greater length than diameter, erected vertically as a support.",no,no,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,762,source_reference_record,source_reference_record_unreviewed
infrastructure,CFIHOS-30000966,corridor,A gallery or passage connecting parts of a building.,no,no,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,763,source_reference_record,source_reference_record_unreviewed
infrastructure,CFIHOS-30000967,duct,"A physical channel that acts as a conduit for fluids, gases, pipes or cables to transfer from one point to another.",no,no,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,764,source_reference_record,source_reference_record_unreviewed
infrastructure,CFIHOS-30000968,envelope opening,To allow external access to and egress from a building.,no,no,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,765,source_reference_record,source_reference_record_unreviewed
wall,CFIHOS-30000969,envelope wall,Equipment used for the buildings envelope to maintain structural integrity and provide a weatherproof enclosure.,no,no,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,766,source_reference_record,source_reference_record_unreviewed
infrastructure,CFIHOS-30000970,equipment room,"A designated room that contains diverse types of engineering, scientific or technical equipment to support plant processes or operations.",no,no,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,767,source_reference_record,source_reference_record_unreviewed
infrastructure,CFIHOS-30000971,fixture,Equipment or apparatus which is fixed in position in a building or operational area.,no,no,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,768,source_reference_record,source_reference_record_unreviewed
infrastructure,CFIHOS-30000972,floor,"A level contained within a building or industrial compound, that provides safe access and a stable working or operational area for internal structures, equipment & personnel.",no,no,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,769,source_reference_record,source_reference_record_unreviewed
infrastructure,CFIHOS-30000973,foul water drainage,"Equipment used to drain foul water, and sewage.",no,no,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,770,source_reference_record,source_reference_record_unreviewed
infrastructure,CFIHOS-30000974,groundwater protection,Barrier material used to prevent moisture transmission.,no,no,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,771,source_reference_record,source_reference_record_unreviewed
infrastructure,CFIHOS-30000975,gully drain,A drainage channel that can be enclosed like a pipe or can be open with a protective grill. Typically used to collect rainwater or fluid spills in operational or production areas.,no,no,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,772,source_reference_record,source_reference_record_unreviewed
infrastructure,CFIHOS-30000976,handrail,"A narrow bar that people can hold on to for support, especially when using stairs.",no,no,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,773,source_reference_record,source_reference_record_unreviewed
infrastructure,CFIHOS-30000977,hoistwell,"A hoistwell or hoistway, is a shaft built into a building or structure to allow the lifting of goods and equipment. Designates a given area in a building where there may be a risk to personnel from suspended loads.",no,no,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,774,source_reference_record,source_reference_record_unreviewed
infrastructure,CFIHOS-30000978,lagging,A solid layer or covering of protective materials.,no,no,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,775,source_reference_record,source_reference_record_unreviewed
infrastructure,CFIHOS-30000979,lead glass window,A type of window designed to enable safe viewing of hazardous areas.,no,no,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,776,source_reference_record,source_reference_record_unreviewed
vessel,CFIHOS-30000980,leakage collection system,Equipment used to provide secondary containment of liquids.,no,no,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,777,source_reference_record,source_reference_record_unreviewed
infrastructure,CFIHOS-30000981,lintel,"A structural support of concrete or metal, placed over a door or window frame or in other locations where needed.",no,no,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,778,source_reference_record,source_reference_record_unreviewed
infrastructure,CFIHOS-30000982,local access equipment,Fixed equipment used to allow ease of access.,no,no,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,779,source_reference_record,source_reference_record_unreviewed
piping and pipeline equipment,CFIHOS-30000983,lute sample point,"Multiple types , a point of attachment to pipework that allows samples to be taken.",no,no,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,780,source_reference_record,source_reference_record_unreviewed
lifting device,CFIHOS-30000984,mobile platform,"An aerial work platform (AWP), elevating work platform (EWP), or mobile elevating work platform (MEWP) is a mechanical device used to provide temporary access for people or equipment to inaccessible areas, usually at height.",no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,781,source_reference_record,source_reference_record_unreviewed
