parent equipment class name,equipment class CFIHOS unique code,equipment class name,equipment class definition,abstract class indicator,spare part information required indicator,equipment class existence reason description,equipment class synonym name,data_origin,is_real,source_artifact_id,source_archive_member,source_row,annotation_origin,verification_status
other mechanical equipment,CFIHOS-30000001,beam clamp,An equipment item that can be clamped to a beam to provide an attachment.,no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,1,source_reference_record,source_reference_record_unreviewed
vehicle,CFIHOS-30000002,bicycle,"A two or three wheeled vehicle designed to be propelled solely by human power, or a two or three wheeled vehicle that is a power assisted pedal cycle.",no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,2,source_reference_record,source_reference_record_unreviewed
other mechanical equipment,CFIHOS-30000003,blow out preventer,An artefact which is a stack or an assembly of heavy-duty valves intended to be attached to the top of the casing to control the well pressure.,no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,3,source_reference_record,source_reference_record_unreviewed
"health, safety and environment equipment class",CFIHOS-30000004,break glass unit,A device for actuating an alarm system that required a person to break the glass cover.,no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,4,source_reference_record,source_reference_record_unreviewed
"health, safety and environment equipment class",CFIHOS-30000005,breathing apparatus,A respirator in which air or oxygen is fed to a face mask carried by the wearer via a demand valve.,no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,5,source_reference_record,source_reference_record_unreviewed
infrastructure,CFIHOS-30000006,bridge,Is a support structure intended to span a space.,no,no,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,6,source_reference_record,source_reference_record_unreviewed
enclosure,CFIHOS-30000007,cabinet,Is an enclosure intended to hold and protect electrical components.,no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,7,source_reference_record,source_reference_record_unreviewed
enclosure,CFIHOS-30000008,caisson,A protective device used to protect equipment (e.g. riser pipes and submerged pumps) against environmental exposure.,no,no,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,8,source_reference_record,source_reference_record_unreviewed
level transmitter,CFIHOS-30000010,capacitance level transmitter,A level transmitter which uses the capacitance of the process material.,no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,9,source_reference_record,source_reference_record_unreviewed
vehicle,CFIHOS-30000011,car,A vehicle of less than 3.5 tonnes for transporting people and small goods.,no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,10,source_reference_record,source_reference_record_unreviewed
IT and telecom equipment,CFIHOS-30000012,cctv camera,Closed-Circuit TeleVision Camera capable of acquiring and delivering to a recording device full-motion video.,no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,11,source_reference_record,source_reference_record_unreviewed
lifting device,CFIHOS-30000013,chain hoist,"A hoist utilizing a chain-rope for suspending load. Chain hoists are delivered as portable units or for permanent mounting, e.g. on a crane. They can be hand operated or air powered, electrical powered or hydraulic powered.",no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,12,source_reference_record,source_reference_record_unreviewed
infrastructure,CFIHOS-30000014,chimney,Is a shaft (civil) intended to transport flue gas to a high location in the atmosphere. It may also be used to supply fresh air via a separate flue.,no,no,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,13,source_reference_record,source_reference_record_unreviewed
other mechanical equipment,CFIHOS-30000016,clamp,"A mechanical device made for keeping objects firmly in place or position, temporary or permanently.",no,no,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,14,source_reference_record,source_reference_record_unreviewed
other mechanical equipment,CFIHOS-30000017,cleaning machine,Any mechanical or electrical device that transmits or modifies energy to perform or assist a cleaning operation in the performance of human tasks.,no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,15,source_reference_record,source_reference_record_unreviewed
"health, safety and environment equipment class",CFIHOS-30000018,climbing net,"A net in an open-meshed fabric twisted, knotted, or woven together at regular intervals made for climbing.",no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,16,source_reference_record,source_reference_record_unreviewed
analysing instrument,CFIHOS-30000019,cold filter plugging point analyser,The temperature at which either the fuel specimen ceases to flow through a filter within 60 seconds or fails to return into the test jar is recorded as the Cold Filter Plugging Point.,no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,17,source_reference_record,source_reference_record_unreviewed
transmitter,CFIHOS-30000021,concentration transmitter,A transmitter measuring how much of a given substance there is mixed with another substance and transmit a signal proportional to the measured level.,no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,18,source_reference_record,source_reference_record_unreviewed
electrical equipment class,CFIHOS-30000022,control module,A module for control functions.,no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,19,source_reference_record,source_reference_record_unreviewed
flow element,CFIHOS-30000023,coriolis mass flow element,An element  located in a flowstream using the Coriolis principle to measure the flow.,no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,20,source_reference_record,source_reference_record_unreviewed
lifting device,CFIHOS-30000024,crane hook block,A block with a hook for use with a crane.,no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,21,source_reference_record,source_reference_record_unreviewed
other mechanical equipment,CFIHOS-30000026,degasser,"A device that removes air or gases (methane, H2S, CO2 and others) from drilling liquids.",no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,22,source_reference_record,source_reference_record_unreviewed
"health, safety and environment equipment class",CFIHOS-30000028,deionizer,A filtration device used to purify tap water. They are normally composed of various resins that replace positive & negatively charged ions.,no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,23,source_reference_record,source_reference_record_unreviewed
transmitter,CFIHOS-30000029,dew point transmitter,A facility for measuring dew point and transmitting a signal representing the measured temperature.,no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,24,source_reference_record,source_reference_record_unreviewed
other mechanical equipment,CFIHOS-30000030,diaphragm seal,A seal between two substance created of a impenetrable membrane.,no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,25,source_reference_record,source_reference_record_unreviewed
flow transmitter,CFIHOS-30000031,differential pressure flow transmitter,A flow transmitter providing an output signal that is proportional to the flow inputs from a differential pressure flow meter.,no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,26,source_reference_record,source_reference_record_unreviewed
level transmitter,CFIHOS-30000034,displacer level transmitter,A level transmitter which uses a displacer as sensing element.,no,yes,,level float transmitter;displacement level transmitter;displacer (float) level transmitter,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,27,source_reference_record,source_reference_record_unreviewed
analysing instrument,CFIHOS-30000035,distillation analyser,An analyser intended to determine the relation between the boiling temperatures and the fraction distilled. It includes the initial boiling point and the final boiling point.,no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,28,source_reference_record,source_reference_record_unreviewed
IT and telecom equipment,CFIHOS-30000036,document scanner,A device used to translate print media into computer language so that a document can be viewed and read later on.,no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,29,source_reference_record,source_reference_record_unreviewed
tool,CFIHOS-30000037,drilling machine,An artefact which is intended to operate and supply power to an artefact (instrument) with an edged or pointed end for making holes in hard substances by revolving or by a succession of blows.,no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,30,source_reference_record,source_reference_record_unreviewed
pump,CFIHOS-30000038,eductor,A form of suction pump; a device using a high pressure jet of water to create partial vacuum at an intake opening to draw liquid from a sump.,no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,31,source_reference_record,source_reference_record_unreviewed
flow element,CFIHOS-30000040,electromagnetic flow element,An element  located in a flowstream measuring the flow using electro-magnetic forces.,no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,32,source_reference_record,source_reference_record_unreviewed
other mechanical equipment,CFIHOS-30000042,exhaust,A piping assembly intended to transport exhaust gas or steam.,no,no,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,33,source_reference_record,source_reference_record_unreviewed
other mechanical equipment,CFIHOS-30000043,expansion joint,Flexible joint between two pipes to receive expansion from the pipes.,no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,34,source_reference_record,source_reference_record_unreviewed
"health, safety and environment equipment class",CFIHOS-30000044,eye bath,A device used for cleaning your eyes.,no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,35,source_reference_record,source_reference_record_unreviewed
"health, safety and environment equipment class",CFIHOS-30000045,fall arrestor block,"A block fitted with a steel rope or web line, with an emergency locking retractor and an automatic retrieval mechanism  that is designed to offer protection to workers at heights.",no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,36,source_reference_record,source_reference_record_unreviewed
IT and telecom equipment,CFIHOS-30000046,fax machine,Machine capable of transmitting written input via telephone lines.,no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,37,source_reference_record,source_reference_record_unreviewed
infrastructure,CFIHOS-30000047,fence,Is an artefact intended to act as a barrier and boundary or means of protection or confinement.,no,no,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,38,source_reference_record,source_reference_record_unreviewed
"health, safety and environment equipment class",CFIHOS-30000048,fire blanket,"A type of cover made of a material which does not burn very easily, which you throw over a fire to put it out or stop it from spreading.",no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,39,source_reference_record,source_reference_record_unreviewed
damper,CFIHOS-30000049,fire damper,A closure intended for sealing off a duct in case of fire.,no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,40,source_reference_record,source_reference_record_unreviewed
other mechanical equipment,CFIHOS-30000050,fire door,A door capable of withstanding fire for a certain period of time and preventing fire from diverging.,no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,41,source_reference_record,source_reference_record_unreviewed
vehicle,CFIHOS-30000051,fire fighting vehicle,A fire fighting vehicle.,no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,42,source_reference_record,source_reference_record_unreviewed
"health, safety and environment equipment class",CFIHOS-30000052,fire hydrant,A device where hoses can be connected for drawing water for fire fighting.,no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,43,source_reference_record,source_reference_record_unreviewed
fired heat transfer equipment class,CFIHOS-30000053,fired heater,Is a fired heat transfer equipment intended to burn fuel and to transfer the heat of combustion to a liquid without vaporising the liquid.,no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,44,source_reference_record,source_reference_record_unreviewed
"health, safety and environment equipment class",CFIHOS-30000054,firewater monitor,The firewater discharge controller.,no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,45,source_reference_record,source_reference_record_unreviewed
"health, safety and environment equipment class",CFIHOS-30000055,first aid kit,A collection of functional equipment intended to be used for first aid service in case of emergency.,no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,46,source_reference_record,source_reference_record_unreviewed
piping and pipeline equipment,CFIHOS-30000056,flame arrestor,"An arrestor which is a trap over an opening, e.g. of a ventilation system or a pipe, to prevent flames from entering the system.",no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,47,source_reference_record,source_reference_record_unreviewed
control switch,CFIHOS-30000057,flame switch,A specially designed switch with connections for inputs from multiple flame detectors. The switch has a built in logic to determine the presence of a flame based on these inputs.,no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,48,source_reference_record,source_reference_record_unreviewed
fired heat transfer equipment class,CFIHOS-30000058,flare,A system that burns waste in an elevated flame in the open air.,no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,49,source_reference_record,source_reference_record_unreviewed
vessel,CFIHOS-30000059,flash drum,A tank or vessel in which a process stream is charged or pumped and where lighter products flash off or vaporize and are drawn off at the top. The remainder heavier fractions are drawn off at the bottom of the vessel.,no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,50,source_reference_record,source_reference_record_unreviewed
orifice plate,CFIHOS-30000063,flow orifice plate,An orifice plate which restrict the flow and thus develops the differential pressure that is proportional to the square of the flow rate.,no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,51,source_reference_record,source_reference_record_unreviewed
detector,CFIHOS-30000065,fog detector,A device capable of detecting droplets of water vapour suspended in the air near the ground.,no,yes,,meteorological sensor (visibility),real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,52,source_reference_record,source_reference_record_unreviewed
infrastructure,CFIHOS-30000067,foundation,Materials used to transfer loads to the ground and maintain structural stability.,no,no,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,53,source_reference_record,source_reference_record_unreviewed
analysing instrument,CFIHOS-30000068,freezing point analyser,An analyser intended to determine the freezing point of a liquid.,no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,54,source_reference_record,source_reference_record_unreviewed
piping and pipeline equipment,CFIHOS-30000070,funnel,A hollow cone with a tube extending from the smaller end and that is designed to catch and direct a downward flow.,no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,55,source_reference_record,source_reference_record_unreviewed
infrastructure,CFIHOS-30000071,furniture,"Is an artefact which is necessary, useful or desirable, especially for living or working but is not a tool for production.",no,no,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,56,source_reference_record,source_reference_record_unreviewed
other mechanical equipment,CFIHOS-30000072,fusible plug,A plug capable of being melted and fused.,no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,57,source_reference_record,source_reference_record_unreviewed
electrical isolator,CFIHOS-30000073,galvanic isolator,Galvanic isolation is the principle of isolating functional sections of electric systems so that charge-carrying particles cannot move from one section to another.,no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,58,source_reference_record,source_reference_record_unreviewed
analysing instrument,CFIHOS-30000074,gas composition analyser,An analyser which analyses the composition of gaseous mixture with two or more components.,no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,59,source_reference_record,source_reference_record_unreviewed
separator,CFIHOS-30000075,gas cyclone separator,A static device generating centrifugal force from an incoming flow which separates solid or liquids from a gas of a different density.,no,yes,,gascyclone separator,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,60,source_reference_record,source_reference_record_unreviewed
instrument equipment,CFIHOS-30000076,general instrument,A process instrument that records values represented by the input signal(s).,yes,no,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,61,source_reference_record,source_reference_record_unreviewed
other mechanical equipment,CFIHOS-30000077,grease injection unit,A system that injects grease for lubrication or sealing.,no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,62,source_reference_record,source_reference_record_unreviewed
heat exchanger,CFIHOS-30000078,grille,Is a framework of metal bars or wire which is placed in front of something. Often a terminal unit for delivering supply air to a room or for collecting extract air from a room.,no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,63,source_reference_record,source_reference_record_unreviewed
tool,CFIHOS-30000079,grinding machine,"An artefact which is intended to wear down, polish, or sharpen by the abrasive action of a high-speed grinding wheel or disc.",no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,64,source_reference_record,source_reference_record_unreviewed
piping and pipeline equipment,CFIHOS-30000080,guide post,An artefact which is an upstanding tapered shaft or rod fixed to a permanent guide base and intended to be used to guide equipment to the seabed.,no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,65,source_reference_record,source_reference_record_unreviewed
IT and telecom equipment,CFIHOS-30000081,hard disk,"An electromagnetic storage device, continuously available within a computer system.",no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,66,source_reference_record,source_reference_record_unreviewed
detector,CFIHOS-30000082,heat and smoke detector,A detector capable of detecting both heat and smoke.,no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,67,source_reference_record,source_reference_record_unreviewed
general instrument,CFIHOS-30000084,horn,An alarm device that makes a loud warning sound.,no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,68,source_reference_record,source_reference_record_unreviewed
other mechanical equipment,CFIHOS-30000085,hose,A tubular which is flexible and capable of conveying liquids under pressure.,no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,69,source_reference_record,source_reference_record_unreviewed
other mechanical equipment,CFIHOS-30000086,hose reel,A reel capable of holding a hose.,no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,70,source_reference_record,source_reference_record_unreviewed
electrical equipment class,CFIHOS-30000087,humidifier,Device used to increase the humidity in air by adding water under pressure as a spray into the air.,no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,71,source_reference_record,source_reference_record_unreviewed
analysing instrument,CFIHOS-30000088,humidity analyser,A meter intended to measure and indicate and/or produce a signal which represents the measured humidity.,no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,72,source_reference_record,source_reference_record_unreviewed
other mechanical equipment,CFIHOS-30000089,hydraulic connector,"An artefact for releasably connecting hydraulic fluid lines, having means for closing the fluid path when the connector is released.",no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,73,source_reference_record,source_reference_record_unreviewed
other mechanical equipment,CFIHOS-30000090,hydraulic power supply,An arrangement to supply hydraulic power according to specified levels and tolerances.,no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,74,source_reference_record,source_reference_record_unreviewed
piping and pipeline equipment,CFIHOS-30000094,ignitor,A device which is intended to initiate a spark that ignites a combustible mixture.,no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,75,source_reference_record,source_reference_record_unreviewed
infrastructure,CFIHOS-30000096,industrial building,"A building or area within a building that is used for activities associated with manufacturing, engineering works and maintenance and is not an office building.",no,no,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,76,source_reference_record,source_reference_record_unreviewed
class,CFIHOS-30000097,infrastructure,A basic physical and organizational structure or facilities (e.g. buildings and roads) needed for the operation of a site.,yes,no,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,77,source_reference_record,source_reference_record_unreviewed
