CFIHOS unique code,tag or equipment class CFIHOS unique code,tag or equipment class name,property CFIHOS unique code,property name,source standard code CFIHOS unique code,source standard code,source standard section,property name in source standard,property sequence number,data_origin,is_real,source_artifact_id,source_archive_member,source_row,annotation_origin,verification_status
CFIHOS-95004232,CFIHOS-30000740,solar panel,CFIHOS-40000528,rated voltage,CFIHOS-90000173,The Electricity at Work Regulations 1989,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4232,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004233,CFIHOS-30000368,solenoid,CFIHOS-40000009,ATEX category,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4233,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004234,CFIHOS-30000368,solenoid,CFIHOS-40000010,ATEX explosive atmosphere,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4234,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004235,CFIHOS-30000368,solenoid,CFIHOS-40000011,ATEX group,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4235,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004236,CFIHOS-30000368,solenoid,CFIHOS-40000108,explosion protection concept,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4236,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004237,CFIHOS-30000368,solenoid,CFIHOS-40000109,explosion protection examination certificate number,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4237,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004238,CFIHOS-30000368,solenoid,CFIHOS-40000111,explosion protection notified body,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4238,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004239,CFIHOS-30000681,solenoid valve,CFIHOS-40000017,body material,CFIHOS-90000090,ISO 14224:2016,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4239,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004240,CFIHOS-30000242,solid composition analyser,CFIHOS-40000009,ATEX category,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4240,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004241,CFIHOS-30000242,solid composition analyser,CFIHOS-40000010,ATEX explosive atmosphere,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4241,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004242,CFIHOS-30000242,solid composition analyser,CFIHOS-40000011,ATEX group,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4242,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004243,CFIHOS-30000242,solid composition analyser,CFIHOS-40000108,explosion protection concept,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4243,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004244,CFIHOS-30000242,solid composition analyser,CFIHOS-40000109,explosion protection examination certificate number,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4244,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004245,CFIHOS-30000242,solid composition analyser,CFIHOS-40000110,explosion protection gas group,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4245,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004246,CFIHOS-30000242,solid composition analyser,CFIHOS-40000111,explosion protection notified body,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4246,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004247,CFIHOS-30000242,solid composition analyser,CFIHOS-40000112,explosion protection temperature class,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4247,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004248,CFIHOS-30000245,sound pressure level analyser,CFIHOS-40000009,ATEX category,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4248,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004249,CFIHOS-30000245,sound pressure level analyser,CFIHOS-40000010,ATEX explosive atmosphere,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4249,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004250,CFIHOS-30000245,sound pressure level analyser,CFIHOS-40000011,ATEX group,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4250,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004251,CFIHOS-30000245,sound pressure level analyser,CFIHOS-40000108,explosion protection concept,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4251,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004252,CFIHOS-30000245,sound pressure level analyser,CFIHOS-40000109,explosion protection examination certificate number,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4252,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004253,CFIHOS-30000245,sound pressure level analyser,CFIHOS-40000110,explosion protection gas group,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4253,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004254,CFIHOS-30000245,sound pressure level analyser,CFIHOS-40000111,explosion protection notified body,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4254,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004255,CFIHOS-30000245,sound pressure level analyser,CFIHOS-40000112,explosion protection temperature class,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4255,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004256,CFIHOS-30000555,spacer,CFIHOS-40000652,insulation required,CFIHOS-90000090,ISO 14224:2016,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4256,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004257,CFIHOS-30000248,specific gravity analyser,CFIHOS-40000009,ATEX category,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4257,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004258,CFIHOS-30000248,specific gravity analyser,CFIHOS-40000010,ATEX explosive atmosphere,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4258,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004259,CFIHOS-30000248,specific gravity analyser,CFIHOS-40000011,ATEX group,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4259,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004260,CFIHOS-30000248,specific gravity analyser,CFIHOS-40000108,explosion protection concept,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4260,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004261,CFIHOS-30000248,specific gravity analyser,CFIHOS-40000109,explosion protection examination certificate number,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4261,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004262,CFIHOS-30000248,specific gravity analyser,CFIHOS-40000110,explosion protection gas group,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4262,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004263,CFIHOS-30000248,specific gravity analyser,CFIHOS-40000111,explosion protection notified body,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4263,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004264,CFIHOS-30000248,specific gravity analyser,CFIHOS-40000112,explosion protection temperature class,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4264,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004265,CFIHOS-30000471,speed meter,CFIHOS-40000009,ATEX category,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4265,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004266,CFIHOS-30000471,speed meter,CFIHOS-40000010,ATEX explosive atmosphere,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4266,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004267,CFIHOS-30000471,speed meter,CFIHOS-40000011,ATEX group,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4267,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004268,CFIHOS-30000471,speed meter,CFIHOS-40000108,explosion protection concept,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4268,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004269,CFIHOS-30000471,speed meter,CFIHOS-40000109,explosion protection examination certificate number,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4269,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004270,CFIHOS-30000471,speed meter,CFIHOS-40000111,explosion protection notified body,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4270,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004271,CFIHOS-30000472,speed transmitter,CFIHOS-40000009,ATEX category,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4271,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004272,CFIHOS-30000472,speed transmitter,CFIHOS-40000010,ATEX explosive atmosphere,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4272,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004273,CFIHOS-30000472,speed transmitter,CFIHOS-40000011,ATEX group,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4273,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004274,CFIHOS-30000472,speed transmitter,CFIHOS-40000108,explosion protection concept,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4274,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004275,CFIHOS-30000472,speed transmitter,CFIHOS-40000109,explosion protection examination certificate number,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4275,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004276,CFIHOS-30000472,speed transmitter,CFIHOS-40000111,explosion protection notified body,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4276,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004277,CFIHOS-30000472,speed transmitter,CFIHOS-40000635,fault tolerance,CFIHOS-90000090,ISO 14224:2016,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4277,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004278,CFIHOS-30000657,spray nozzle,CFIHOS-40000652,insulation required,CFIHOS-90000090,ISO 14224:2016,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4278,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004279,CFIHOS-30000250,spring support,CFIHOS-40000652,insulation required,CFIHOS-90000090,ISO 14224:2016,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4279,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004280,CFIHOS-30000556,steam turbine,CFIHOS-40000098,bearing lubrication,CFIHOS-90000079,ISO 10437:2003,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4280,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004281,CFIHOS-30000556,steam turbine,CFIHOS-40000643,driven equipment,CFIHOS-90000090,ISO 14224:2016,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4281,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004282,CFIHOS-30000556,steam turbine,CFIHOS-40000494,dry weight,CFIHOS-90000095,ISO 19901-5:2016,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4282,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004283,CFIHOS-30000556,steam turbine,CFIHOS-40000523,rated output power,CFIHOS-90000079,ISO 10437:2003,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4283,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004284,CFIHOS-30000556,steam turbine,CFIHOS-40000569,trip speed,CFIHOS-90000079,ISO 10437:2003,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4284,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004285,CFIHOS-30000556,steam turbine,CFIHOS-40000453,upper limit allowable speed,CFIHOS-90000079,ISO 10437:2003,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4285,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004286,CFIHOS-30000736,subsea control module,CFIHOS-40000528,rated voltage,CFIHOS-90000173,The Electricity at Work Regulations 1989,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4286,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004287,CFIHOS-30000679,subsea distribution unit,CFIHOS-40000661,design water depth,CFIHOS-90000090,ISO 14224:2016,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4287,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004288,CFIHOS-30000714,subsea flexible flowline,CFIHOS-40000497,hydrostatic test pressure,CFIHOS-90000004,API Spec 17J:2014,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4288,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004289,CFIHOS-30000714,subsea flexible flowline,CFIHOS-40000497,hydrostatic test pressure,CFIHOS-90000005,API Spec 17K:2017,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4289,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004290,CFIHOS-30000725,subsea umbilical,CFIHOS-40000661,design water depth,CFIHOS-90000090,ISO 14224:2016,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4290,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004291,CFIHOS-30000732,surge protection,CFIHOS-40000528,rated voltage,CFIHOS-90000173,The Electricity at Work Regulations 1989,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4291,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004292,CFIHOS-30000873,swing check valve,CFIHOS-40000017,body material,CFIHOS-90000090,ISO 14224:2016,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4292,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004293,CFIHOS-30000873,swing check valve,CFIHOS-40000588,seat design type,CFIHOS-90000090,ISO 14224:2016,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4293,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004294,CFIHOS-30000873,swing check valve,CFIHOS-40000592,seat leakage class,CFIHOS-90000047,IEC 60537:1976 Withdrawn,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4294,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004295,CFIHOS-30000873,swing check valve,CFIHOS-40000592,seat leakage class,CFIHOS-90000090,ISO 14224:2016,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4295,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004296,CFIHOS-30000369,switchboard,CFIHOS-40000528,rated voltage,CFIHOS-90000173,The Electricity at Work Regulations 1989,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4296,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004297,CFIHOS-30000371,telephone,CFIHOS-40000009,ATEX category,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4297,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004298,CFIHOS-30000371,telephone,CFIHOS-40000010,ATEX explosive atmosphere,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4298,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004299,CFIHOS-30000371,telephone,CFIHOS-40000011,ATEX group,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4299,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004300,CFIHOS-30000371,telephone,CFIHOS-40000108,explosion protection concept,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4300,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004301,CFIHOS-30000371,telephone,CFIHOS-40000109,explosion protection examination certificate number,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4301,source_reference_record,source_reference_record_unreviewed
CFIHOS-95004302,CFIHOS-30000371,telephone,CFIHOS-40000111,explosion protection notified body,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,4302,source_reference_record,source_reference_record_unreviewed
