tag class CFIHOS unique code,tag class name,equipment class CFIHOS unique code,equipment class name,tag or equipment class relationship reason for mapping,data_origin,is_real,source_artifact_id,source_archive_member,source_row,annotation_origin,verification_status
CFIHOS-30000395,absolute pressure transmitter,CFIHOS-30000395,absolute pressure transmitter,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag class equipment class relationship v2.0.csv,1,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000800,absorber column,CFIHOS-30000800,absorber column,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag class equipment class relationship v2.0.csv,2,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000315,accumulator,CFIHOS-30000315,accumulator,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag class equipment class relationship v2.0.csv,3,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000878,acoustic enclosure,CFIHOS-30000878,acoustic enclosure,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag class equipment class relationship v2.0.csv,4,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000878,acoustic enclosure,CFIHOS-30000537,hood,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag class equipment class relationship v2.0.csv,5,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000607,actuator,CFIHOS-30000336,electric actuator,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag class equipment class relationship v2.0.csv,6,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000607,actuator,CFIHOS-30000433,hydraulic actuator,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag class equipment class relationship v2.0.csv,7,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000607,actuator,CFIHOS-30000443,pneumatic actuator,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag class equipment class relationship v2.0.csv,8,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000801,adaptor connector,CFIHOS-30000801,adaptor connector,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag class equipment class relationship v2.0.csv,9,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000802,adsorber column,CFIHOS-30000802,adsorber column,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag class equipment class relationship v2.0.csv,10,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000515,aerator,CFIHOS-30000515,aerator,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag class equipment class relationship v2.0.csv,11,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000102,agitator,CFIHOS-30000102,agitator,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag class equipment class relationship v2.0.csv,12,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000103,air balancing unit,CFIHOS-30000103,air balancing unit,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag class equipment class relationship v2.0.csv,13,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000803,air circuit-breaker,CFIHOS-30000803,air circuit-breaker,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag class equipment class relationship v2.0.csv,14,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000382,air conditioner,CFIHOS-30000382,air conditioner,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag class equipment class relationship v2.0.csv,15,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000382,air conditioner,CFIHOS-30000891,evaporator,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag class equipment class relationship v2.0.csv,16,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000383,air cooled heat exchanger,CFIHOS-30000383,air cooled heat exchanger,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag class equipment class relationship v2.0.csv,17,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000104,air handling unit,CFIHOS-30000104,air handling unit,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag class equipment class relationship v2.0.csv,18,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000879,air trap,CFIHOS-30000879,air trap,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag class equipment class relationship v2.0.csv,19,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000880,aircraft warning light,CFIHOS-30000922,strobe light,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag class equipment class relationship v2.0.csv,20,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000747,alarm unit,CFIHOS-30000747,alarm unit,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag class equipment class relationship v2.0.csv,21,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000804,alternating current generator,CFIHOS-30000804,alternating current generator,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag class equipment class relationship v2.0.csv,22,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000805,alternating current motor,CFIHOS-30000805,alternating current motor,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag class equipment class relationship v2.0.csv,23,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000316,amplifier,CFIHOS-30000316,amplifier,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag class equipment class relationship v2.0.csv,24,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000105,analyser element,CFIHOS-30000105,analyser element,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag class equipment class relationship v2.0.csv,25,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000510,anchor,CFIHOS-30000510,anchor,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag class equipment class relationship v2.0.csv,26,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000286,anemometer,CFIHOS-30000286,anemometer,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag class equipment class relationship v2.0.csv,27,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000317,anode,CFIHOS-30000317,anode,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag class equipment class relationship v2.0.csv,28,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000397,antenna,CFIHOS-30000397,antenna,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag class equipment class relationship v2.0.csv,29,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000511,arrestor,CFIHOS-30000511,arrestor,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag class equipment class relationship v2.0.csv,30,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000108,attenuator,CFIHOS-30000108,attenuator,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag class equipment class relationship v2.0.csv,31,source_reference_record,source_reference_record_unreviewed
CFIHOS-30001010,automatic circuit recloser,CFIHOS-30001010,automatic circuit recloser,Required by owner-operators,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag class equipment class relationship v2.0.csv,32,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000608,automatic identification system,CFIHOS-30000608,automatic identification system,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag class equipment class relationship v2.0.csv,33,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000731,automatic switching equipment,CFIHOS-30000731,automatic switching equipment,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag class equipment class relationship v2.0.csv,34,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000516,axial compressor,CFIHOS-30000516,axial compressor,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag class equipment class relationship v2.0.csv,35,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000398,axial displacement element,CFIHOS-30000398,axial displacement element,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag class equipment class relationship v2.0.csv,36,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000109,axial displacement transmitter,CFIHOS-30000109,axial displacement transmitter,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag class equipment class relationship v2.0.csv,37,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000110,balancing damper,CFIHOS-30000110,balancing damper,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag class equipment class relationship v2.0.csv,38,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000806,ball control valve,CFIHOS-30000806,ball control valve,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag class equipment class relationship v2.0.csv,39,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000807,ball valve,CFIHOS-30000807,ball valve,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag class equipment class relationship v2.0.csv,40,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000958,balustrade,CFIHOS-30000958,balustrade,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag class equipment class relationship v2.0.csv,41,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000297,basin,CFIHOS-30000297,basin,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag class equipment class relationship v2.0.csv,42,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000298,basket,CFIHOS-30000298,basket,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag class equipment class relationship v2.0.csv,43,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000318,battery back-up power supply unit,CFIHOS-30000318,battery back-up power supply unit,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag class equipment class relationship v2.0.csv,44,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000319,battery charger,CFIHOS-30000319,battery charger,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag class equipment class relationship v2.0.csv,45,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000959,bay,CFIHOS-30000959,bay,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag class equipment class relationship v2.0.csv,46,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000571,beam,CFIHOS-30000571,beam,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag class equipment class relationship v2.0.csv,47,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000001,beam clamp,CFIHOS-30000001,beam clamp,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag class equipment class relationship v2.0.csv,48,source_reference_record,source_reference_record_unreviewed
CFIHOS-30001026,beam pumpjack,CFIHOS-30001026,beam pumpjack,Required by owner-operators,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag class equipment class relationship v2.0.csv,49,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000517,bearing,CFIHOS-30000517,bearing,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag class equipment class relationship v2.0.csv,50,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000399,bell,CFIHOS-30000399,bell,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag class equipment class relationship v2.0.csv,51,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000668,bell nipple,CFIHOS-30000496,pipe,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag class equipment class relationship v2.0.csv,52,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000562,belt conveyor,CFIHOS-30000562,belt conveyor,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag class equipment class relationship v2.0.csv,53,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000002,bicycle,CFIHOS-30000002,bicycle,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag class equipment class relationship v2.0.csv,54,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000609,blast rated wall,CFIHOS-30000609,blast rated wall,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag class equipment class relationship v2.0.csv,55,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000808,block and bleed valve,CFIHOS-30000808,block and bleed valve,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag class equipment class relationship v2.0.csv,56,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000635,blow down valve,CFIHOS-30000806,ball control valve,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag class equipment class relationship v2.0.csv,57,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000635,blow down valve,CFIHOS-30000809,butterfly control valve,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag class equipment class relationship v2.0.csv,58,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000635,blow down valve,CFIHOS-30000837,gate control valve,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag class equipment class relationship v2.0.csv,59,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000635,blow down valve,CFIHOS-30000839,globe control valve,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag class equipment class relationship v2.0.csv,60,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000635,blow down valve,CFIHOS-30000859,plug control valve,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag class equipment class relationship v2.0.csv,61,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000003,blow out preventer,CFIHOS-30000003,blow out preventer,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag class equipment class relationship v2.0.csv,62,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000518,blower,CFIHOS-30000518,blower,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag class equipment class relationship v2.0.csv,63,source_reference_record,source_reference_record_unreviewed
CFIHOS-30001012,boat,CFIHOS-30001012,boat,Required by owner-operators,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag class equipment class relationship v2.0.csv,64,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000384,boiler,CFIHOS-30000384,boiler,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag class equipment class relationship v2.0.csv,65,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000519,brake,CFIHOS-30000519,brake,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag class equipment class relationship v2.0.csv,66,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000004,break glass unit,CFIHOS-30000004,break glass unit,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag class equipment class relationship v2.0.csv,67,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000005,breathing apparatus,CFIHOS-30000005,breathing apparatus,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag class equipment class relationship v2.0.csv,68,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000006,bridge,CFIHOS-30000006,bridge,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag class equipment class relationship v2.0.csv,69,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000936,bridge bearing,CFIHOS-30000936,bridge bearing,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag class equipment class relationship v2.0.csv,70,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000610,buckle initiator,CFIHOS-30000610,buckle initiator,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag class equipment class relationship v2.0.csv,71,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000960,buffers,CFIHOS-30000960,buffers,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag class equipment class relationship v2.0.csv,72,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000611,bund wall,CFIHOS-30000611,bund wall,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag class equipment class relationship v2.0.csv,73,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000595,buoy,CFIHOS-30000595,buoy,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag class equipment class relationship v2.0.csv,74,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000612,bus duct,CFIHOS-30000612,bus duct,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag class equipment class relationship v2.0.csv,75,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000320,busbar,CFIHOS-30000320,busbar,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag class equipment class relationship v2.0.csv,76,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000809,butterfly control valve,CFIHOS-30000809,butterfly control valve,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag class equipment class relationship v2.0.csv,77,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000810,butterfly valve,CFIHOS-30000810,butterfly valve,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag class equipment class relationship v2.0.csv,78,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000007,cabinet,CFIHOS-30000007,cabinet,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag class equipment class relationship v2.0.csv,79,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000321,cable reel,CFIHOS-30000321,cable reel,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag class equipment class relationship v2.0.csv,80,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000937,cable tray,CFIHOS-30000937,cable tray,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag class equipment class relationship v2.0.csv,81,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000008,caisson,CFIHOS-30000008,caisson,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag class equipment class relationship v2.0.csv,82,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000742,calorimeter,CFIHOS-30000742,calorimeter,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag class equipment class relationship v2.0.csv,83,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000961,camera port,CFIHOS-30000961,camera port,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag class equipment class relationship v2.0.csv,84,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000299,cap,CFIHOS-30000299,cap,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag class equipment class relationship v2.0.csv,85,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000010,capacitance level transmitter,CFIHOS-30000010,capacitance level transmitter,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag class equipment class relationship v2.0.csv,86,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000400,capacitance probe,CFIHOS-30000400,capacitance probe,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag class equipment class relationship v2.0.csv,87,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000733,capacitor,CFIHOS-30000733,capacitor,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag class equipment class relationship v2.0.csv,88,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000322,capacitor bank,CFIHOS-30000322,capacitor bank,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag class equipment class relationship v2.0.csv,89,source_reference_record,source_reference_record_unreviewed
