tag or equipment class CFIHOS unique code,tag or equipment class,source standard CFIHOS unique code,source standard code,data_origin,is_real,source_artifact_id,source_archive_member,source_row,annotation_origin,verification_status
CFIHOS-30000080,guide post,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,172,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000081,hard disk,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,173,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000313,"health, safety and environment equipment class",CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,174,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000082,heat and smoke detector,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,175,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000390,heat exchanger,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,176,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000350,high-pass filter,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,177,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000537,hood,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,178,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000084,horn,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,179,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000085,hose,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,180,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000086,hose reel,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,181,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000087,humidifier,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,182,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000089,hydraulic connector,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,183,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000538,hydraulic cylinder,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,184,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000539,hydraulic motor,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,185,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000090,hydraulic power supply,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,186,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000568,hydraulic press,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,187,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000094,ignitor,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,188,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000391,incinerator,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,189,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000292,indicating instrument,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,190,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000100,intercom,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,191,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000351,interlocking device,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,192,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000352,isolator,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,193,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000353,junction box,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,194,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000435,keyboard,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,195,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000354,lamp,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,196,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000112,lathe,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,197,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000601,life boat,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,198,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000114,life buoy,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,199,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000115,life buoy light,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,200,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000116,life raft,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,201,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000121,liquid detector,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,202,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000123,load cell,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,203,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000602,loading arm,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,204,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000124,logic cap,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,205,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000436,loudspeaker,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,206,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000125,louvre,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,207,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000356,low-pass filter,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,208,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000357,luminaire,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,209,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000308,manifold,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,210,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000127,manual call point,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,211,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000128,manual control switch,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,212,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000130,mast,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,213,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000131,mechanical connector,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,214,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000542,mechanical seal,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,215,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000132,meter prover,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,216,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000133,microphone,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,217,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000543,mixer,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,218,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000135,modem,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,219,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000136,mounting bracket,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,220,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000138,multiplexer,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,221,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000139,net oil computer,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,222,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000495,nozzle,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,223,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000164,optical beacon,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,224,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000165,overhead projector,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,225,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000168,package,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,226,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000170,pager,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,227,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000171,paging system,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,228,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000172,personnel basket,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,229,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000441,pig detector,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,230,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000175,pig launcher,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,231,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000177,pig receiver,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,232,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000178,pig transmitter,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,233,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000179,pig trap,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,234,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000180,pipe bending machine,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,235,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000442,pitot tube,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,236,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000752,plate heat exchanger,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,237,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000548,pneumatic motor,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,238,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000449,position transmitter,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,239,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000184,positioning system,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,240,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000186,power stabiliser,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,241,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000361,power supply unit,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,242,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000452,pressure gauge,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,243,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000454,pressure switch,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,244,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000754,printed circuit heat exchanger,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,245,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000586,process column,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,246,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000189,process data acquisition and control,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,247,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000457,proximity element,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,248,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000191,public address and alarm system,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,249,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000549,pulsation damper,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,250,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000199,rack,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,251,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000201,radiator,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,252,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000202,radio caravan,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,253,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000203,radio transceiver,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,254,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000205,reader,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,255,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000363,rectifier,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,256,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000364,relay,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,257,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000295,relief valve,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,258,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000209,remote terminal unit,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,259,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000464,restriction orifice plate,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,260,source_reference_record,source_reference_record_unreviewed
