tag or equipment class CFIHOS unique code,tag or equipment class,source standard CFIHOS unique code,source standard code,data_origin,is_real,source_artifact_id,source_archive_member,source_row,annotation_origin,verification_status
CFIHOS-30000018,climbing net,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,82,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000324,clock,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,83,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000523,clutch,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,84,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000572,coalescer,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,85,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000402,computer,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,86,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000021,concentration transmitter,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,87,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000385,condenser,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,88,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000403,conductivity cell,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,89,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000325,conductivity transmitter,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,90,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000326,contactor,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,91,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000405,control box,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,92,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000022,control module,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,93,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000327,control panel,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,94,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000564,conveyor,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,95,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000386,cooler,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,96,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000387,cooling tower,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,97,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000408,corrosion element,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,98,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000409,counter,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,99,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000419,coupling,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,100,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000597,crane,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,101,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000024,crane hook block,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,102,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000329,current transmitter,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,103,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000565,cutter,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,104,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000291,damper,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,105,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000026,degasser,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,106,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000028,deionizer,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,107,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000573,demister,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,108,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000029,dew point transmitter,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,109,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000030,diaphragm seal,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,110,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000415,differential pressure gauge,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,111,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000417,differential pressure switch,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,112,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000418,differential pressure transmitter,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,113,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000330,distribution board,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,114,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000036,document scanner,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,115,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000388,drier,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,116,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000037,drilling machine,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,117,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000332,earth electrode,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,118,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000508,earthing resistor,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,119,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000038,eductor,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,120,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000338,electric generator,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,121,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000339,electric heater,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,122,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000340,electric motor,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,123,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000343,electrical motor starter,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,124,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000344,electrical socket,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,125,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000345,electronic frequency converter,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,126,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000346,electronic power inverter,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,127,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000574,electrostatic precipitator,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,128,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000598,elevator,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,129,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000042,exhaust,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,130,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000043,expansion joint,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,131,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000531,extruder,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,132,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000044,eye bath,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,133,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000045,fall arrestor block,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,134,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000532,fan,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,135,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000046,fax machine,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,136,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000566,feeder,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,137,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000575,filter,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,138,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000576,filter cartridge,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,139,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000048,fire blanket,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,140,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000049,fire damper,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,141,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000050,fire door,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,142,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000512,fire extinguisher,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,143,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000051,fire fighting vehicle,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,144,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000052,fire hydrant,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,145,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000053,fired heater,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,146,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000054,firewater monitor,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,147,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000055,first aid kit,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,148,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000056,flame arrestor,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,149,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000425,flame detector,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,150,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000057,flame switch,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,151,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000304,flange,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,152,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000058,flare,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,153,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000389,flare tip,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,154,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000059,flash drum,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,155,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000347,floodlight,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,156,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000428,flow gauge,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,157,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000063,flow orifice plate,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,158,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000430,flow switch,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,159,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000065,fog detector,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,160,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000567,forklift truck,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,161,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000305,frame,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,162,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000070,funnel,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,163,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000348,fuse,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,164,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000072,fusible plug,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,165,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000432,gas detector,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,166,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000306,gasket,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,167,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000535,gear box,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,168,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000077,grease injection unit,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,169,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000078,grille,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,170,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000079,grinding machine,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,171,source_reference_record,source_reference_record_unreviewed
